,Operator,Well Name,Formation,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Compl. Type,Latitude,Longitude,Fluid Type from DI,SPACING_CAPPED,12 month Cum Prod,Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD,X (feet),Y (feet),Neighbors_Count_UpToDate
9217,Operator 11,Well 8523,MBH,10286,36,154,93,23,3911177,72876,10/18/2013,Sleeves,48.1397588,-102.5948788,,241.64051,101.47,580.6377383,439.9737015,355.2761341,304.3429031,270.75389,405706.9064,451954.9251,2.5
9218,Operator 38,Well 8524,MBH,4509,17,152,91,21,1592596,19178,6/22/2013,Sleeves,47.96464413,-102.3310993,,660,38.8,277.251808,189.6340127,142.0775805,121.3127329,107.1553802,446789.5872,370150.9651,0
9219,Operator 11,Well 8525,TFH,9750,36,154,93,23,4593886,95196,11/2/2013,Sleeves,48.13980188,-102.599101,,511.69934,81.04,377.8106509,330.352838,291.3488933,252.0381328,216.5735262,404727.2532,452303.3428,4
9220,Operator 4,Well 8526,MBH,9848,30,154,91,28,2865160,35430.78571,10/4/2013,OH,48.13752001,-102.3761649,CROSSLINKED (HC),660,87.5,334.8126233,317.0063555,290.4832347,261.9073709,236.3056103,456476.9136,433968.3156,3
9221,Operator 4,Well 8527,TFH,5600,26,153,92,24,1866737,28954,11/14/2013,P & P (cmt.),48.06008847,-102.4589834,CROSSLINKED (HC),660,89.75,505.687048,430.8240193,314.6997589,267.1049748,241.894039,428055.4354,413475.6999,0
9222,Operator 4,Well 8528,MBH,9726,30,153,91,7,2045809,28448,11/6/2013,Sleeves,48.08298225,-102.4376784,CROSSLINKED (HC),563.00015,88.99,467.3241289,369.5375849,308.8812185,275.0310468,246.3784791,435719.9577,419780.5105,1
9223,Operator 38,Well 8529,TFH,9645,36,152,92,7,5133240,53353,10/11/2013,Sleeves,47.99834275,-102.5128577,,203.2953,71.46,297.1729126,257.3197458,222.1400394,199.4046315,179.0927022,408206.0038,396203.0441,0.25
9224,Operator 21,Well 853,TFH,5067,27,164,97,35,752672,13549,3/10/2013,Sleeves,48.98181961,-103.231266,CROSSLINKED (HC),660,31.75,170.9401709,144.2581635,107.3909709,91.67945065,82.06497918,359045.7763,795762.012,0
9225,Operator 1,Well 8530,MBH,10344,40,152,93,3,5767908,298121,9/14/2014,P & P,48.01882315,-102.5715953,,659.284,138.88,385.7659435,376.8682884,,,,396884.1765,407978.7271,2.25
9226,Operator 30,Well 8531,TFH,9443,30,150,93,2,2228855,45071,3/5/2014,Sleeves,47.84662442,-102.5477085,,628.322265,71.63,310.5851414,275.7506027,239.8915187,220.1219958,194.9375411,382196.0969,346106.9449,2.5
9227,Operator 18,Well 8532,TFH,9069,35,156,93,16,2328599,39707,4/16/2014,Sleeves,48.33378641,-102.6525052,CROSSLINKED (HC),580.18205,88.22,570.4470743,383.2127986,298.6138505,255.0880269,227.2874206,415207.7851,524121.8902,5
9228,Operator 12,Well 8533,MBH,11744,58,155,90,32,12055799,193589,8/5/2013,P & P (cmt.),48.20998366,-102.2828346,LINEAR GEL (HC),660,273.46,1065.483235,932.2594784,822.9892615,753.3749726,679.5721017,486726.6622,451947.7981,2
9229,Operator 12,Well 8534,MBH,9366,47,151,91,13,15441617,230598,10/17/2013,P & P (cmt.),47.90455598,-102.2667863,,660,260.38,998.6850756,953.4407188,823.5371466,750.3250785,689.2614508,454844.7054,344154.6452,0
9230,Operator 18,Well 8535,TFH,9914,34,154,93,21,2179008,38997,8/24/2013,Sleeves,48.13990765,-102.6411219,CROSSLINKED (HC),289.57948,89.1,568.0802104,423.4933158,328.1284243,276.3496238,244.1513259,394940.1758,455660.9602,3.75
9231,Operator 18,Well 8536,MBH,9324,34,154,93,19,2149136,39755,8/26/2013,Sleeves,48.14090648,-102.686741,,332.952765,68.06,437.4753452,280.3309226,209.0127109,174.9689532,149.0192856,384421.4962,459619.3241,3.75
9232,Operator 41,Well 8537,TFH,9665,30,155,92,14,3788540,75273,9/29/2013,P & P,48.24090492,-102.46386,CROSSLINKED (HC),632.57334,41.34,190.7626561,178.4133246,163.2149901,149.7406677,139.6723647,448153.1576,476900.2412,1.25
9233,Operator 11,Well 8538,TFH,9962,36,154,93,23,3942230,74662,10/22/2013,Sleeves,48.1397589,-102.5950838,,487.99542,67.19,335.8974359,305.8185404,250.3068157,215.2604281,191.6310541,405659.106,451971.1467,3.75
9234,Operator 18,Well 8539,TFH,10037,23,154,93,22,1566338,28720,12/20/2013,Sleeves,48.13984125,-102.6190273,SLICKWATER (HC),463.359225,82.52,448.4549638,317.4884944,254.947403,226.9486449,200.8081306,400084.7471,453891.1814,0.75
9235,Operator 1,Well 854,TFH,9679,29,160,96,1,2935750,48153,9/8/2013,P & P,48.71954863,-103.0266575,CROSSLINKED (HC),271.28094,49.62,261.078238,217.4008328,180.0624589,151.8555044,131.9718387,374532.7938,688141.9002,3.5
9236,Operator 12,Well 8540,MBH,11261,57,153,90,32,17128100,350947,10/27/2013,P & P (cmt.),48.02426075,-102.2754778,SLICKWATER (HC),660,454.23,1719.921105,1714.135437,1534.385273,1369.917452,1233.018299,466770.154,386581.1991,4
9237,Operator 4,Well 8541,MBH,10195,30,153,91,8,2134140,29447,10/26/2013,Sleeves,48.08643884,-102.3976063,,660,134.25,560.486522,502.4983563,445.973044,405.5592081,378.0380232,445486.4192,417837.5378,1
9238,Operator 38,Well 8542,MBH,4608,19,151,92,16,2702560,35438,6/14/2014,P & P (cmt.),47.89177922,-102.4606352,CROSSLINKED (HC),660,96.17,436.0289283,407.2978304,365.729783,305.8696764,257.552597,407912.0625,354950.5897,1
9239,Operator 4,Well 8543,MBH,9633,30,153,91,4,2729789,33863,9/13/2013,Sleeves,48.09914806,-102.3948664,,660,145.24,648.2248521,556.7389875,497.7975016,448.4586164,396.7209073,447615.5292,422053.9778,1
9240,Operator 34,Well 8544,MBH,5992,19,150,92,9,2111914,63339.47619,12/23/2013,P & P (cmt.),47.82022719,-102.4502891,,660,129.78,600.591716,580.2542187,510.6454087,452.7175104,413.5437212,401942.7037,329204.8454,1.25
9241,Operator 1,Well 8545,MBH,9471,50,155,94,25,7231108,376421,10/7/2014,P & P,48.22520326,-102.7012788,SLICKWATER (HC),659.08405,160.39,761.3083498,626.7148806,507.7690116,,,391013.467,490136.145,0
9242,Operator 1,Well 8546,TFH,10309,40,152,93,3,8190858,133637,9/13/2014,P & P,48.01893297,-102.5716764,LINEAR GEL (HC),659.284,138.91,416.1406969,349.5288188,,,,396878.1622,408023.3984,0.5
9243,Operator 1,Well 8547,MBH,10183,40,152,93,3,5752455,289659,10/1/2014,P & P,48.0190428,-102.5717616,SW-GEL HYBRID,660,145.33,585.1742275,382.5882095,,,,396871.1909,408068.3974,3.5
9244,Operator 30,Well 8548,TFH,9755,30,150,93,2,2273040,46876,2/19/2014,Sleeves,47.84662874,-102.550806,,660,104.55,575.147929,473.2084155,370.8579882,315.5635912,274.2274819,381470.4367,346353.8705,0.25
9245,Operator 18,Well 8549,MBH,9545,35,156,93,16,2186771,36950,4/5/2014,Sleeves,48.33369595,-102.6525052,CROSSLINKED (HC),595.5965,88.45,484.3195266,338.2862152,271.7072102,243.9111696,223.8138286,415197.0875,524090.3599,7.5
9246,Operator 1,Well 855,MBH,9522,30,161,95,7,3545688,155267,9/26/2014,P & P,48.77912553,-103.0679723,SLICKWATER (HC),660,53.68,203.4845496,171.7948718,155.1282051,,,372160.9372,712176.349,1.5
9247,Operator 12,Well 8550,MBH,9968,49,155,90,32,10188128,160389,7/29/2013,P & P,48.21025778,-102.2828365,LINEAR GEL (HC),660,296.71,1068.17883,1020.425159,932.9936445,835.3130251,737.9218716,486758.2222,452043.5977,1
9248,Operator 4,Well 8551,TFH,9974,30,153,91,6,2165042,32964,9/11/2013,Sleeves,48.09707826,-102.4380302,,660,52.66,263.8395792,225.4876178,181.6020162,155.7345314,139.4833443,437291.6771,424722.4003,1.5
9249,Operator 41,Well 8552,TFH,9718,30,155,92,9,3687423,83694,11/6/2013,P & P,48.25559011,-102.5063213,LINEAR GEL (HC),610.13826,88.03,365.0558843,341.9241727,293.0856892,252.8161297,218.2692308,439990.5205,485355.1402,2.75
9250,Operator 18,Well 8553,TFH,9102,34,154,93,19,2089091,36045,8/31/2013,Sleeves,48.14090591,-102.686536,,332.952765,99.79,690.2366864,456.3116371,349.1233837,304.9565344,265.3709183,384469.223,459602.8891,2.75
9251,Operator 18,Well 8554,TFH,9221,35,155,94,33,2351195,51473,12/8/2013,Sleeves,48.19940019,-102.7773626,,550.177855,96.69,701.0190664,472.6824458,345.014245,281.9782307,248.7590401,370240.9387,487177.5185,0.5
9252,Operator 4,Well 8555,MBH,9190,30,153,91,24,2091760,26276,8/22/2013,Sleeves,48.06541973,-102.3304922,CROSSLINKED (HC),660,139.55,658.4155161,622.0030682,490.3462634,411.3193075,366.1297392,458710.4949,405244.1654,2
9253,Operator 12,Well 8556,MBH,10551,54,153,90,32,16262131,333889,10/22/2013,P & P (cmt.),48.02416481,-102.2754793,SLICKWATER (HC),660,428.07,1967.850099,1819.044488,1496.307254,1282.737965,1140.55446,466758.6103,386547.8541,3
9254,Operator 4,Well 8557,TFH,9199,30,153,92,29,1982960,27580,9/16/2013,OH,48.0392288,-102.5441887,,345.9161,73.35,362.7218935,287.3438527,238.6313829,213.0579297,197.5536927,405692.7845,412922.898,0.25
9255,Operator 34,Well 8558,TFH,9872,25,150,92,9,2692654,73502.95238,12/22/2013,P & P (cmt.),47.82015825,-102.4504638,,632.8919,106.54,717.8172255,531.6677624,395.6771861,347.3701512,320.644313,401893.6268,329194.6301,0.25
9256,Operator 1,Well 8559,TFH,9520,50,155,94,25,10113264,227828,10/8/2014,P & P,48.22520506,-102.7010941,CROSSLINKED (HC),659.08405,183.23,706.9362262,657.7032654,584.9222003,,,391056.6772,490122.1573,0.25
9257,Operator 22,Well 856,TFH,9756,32,161,98,1,1928540,48806,6/25/2013,Sleeves,48.80659659,-103.3511394,SLICKWATER (HC),660,55.96,318.3103222,267.4994521,206.8650011,174.5050771,152.4791804,310324.5166,744309.6167,1
9258,Operator 1,Well 8560,TFH,10126,40,152,93,3,8112835,129888,10/1/2014,P & P,48.01915263,-102.5718468,LINEAR GEL (HC),600.34815,129.39,374.8849441,276.14508,,,,396864.2196,408113.3964,2
9259,Operator 4,Well 8561,MBH,7130,31,153,93,2,2198168,50490,11/21/2013,P & P (cmt.),48.10126951,-102.6103616,LINEAR GEL (HC),595.4798,108.51,641.1900066,483.2127986,391.3160202,332.1681642,291.655709,397553.2335,439767.2761,0.25
9260,Operator 50,Well 8562,TFH,4831,51,155,91,16,1521840,32604,3/5/2014,Coil Tubing Frac,48.25367623,-102.3817892,LINEAR GEL (HC),660,32.94,119.0006575,109.6975674,97.43589744,89.98465922,84.28117467,468770.3913,474923.8566,0.5
9261,Operator 38,Well 8563,TFH,9795,34,151,92,19,3166748,37879,6/10/2013,Sleeves,47.87734548,-102.5111546,CROSSLINKED (HC),660,111.06,489.7764629,444.1157133,390.6695157,339.6157499,306.7006355,394377.7666,353913.7266,0.25
9262,Operator 4,Well 8564,TFH,9243,30,153,91,6,1944480,29054,6/11/2013,Sleeves,48.09790062,-102.4380302,CROSSLINKED (HC),660,70.44,422.4852071,300.3944773,235.9083936,206.3262474,188.8423187,437388.1672,425009.1016,1.5
9263,Operator 41,Well 8565,MBH,10270,32,155,92,9,4047039,74688,11/4/2013,P & P,48.25559051,-102.506198,LINEAR GEL (HC),645.88843,97.97,320.1840894,309.1058514,266.9241727,244.6745562,225.4930966,440019.2778,485345.5923,2.5
9264,Operator 41,Well 8566,TFH,8723,34,155,92,9,5926029,195626,7/18/2013,P & P,48.25559091,-102.5060748,LINEAR GEL (HC),628.773425,80.82,284.1880342,265.176419,225.8437432,203.8205859,180.3035284,440048.0119,485336.0522,1.5
9265,Operator 11,Well 8567,MBH,10253,36,158,92,30,4298400,58016,10/3/2013,Sleeves,48.48224811,-102.6233193,,497.47645,57.81,261.669954,216.874863,181.2294543,162.9300899,146.6743371,439534.1343,573584.73,0.25
9266,Operator 11,Well 8568,TFH,9477,36,158,92,30,4124440,57555,10/5/2013,Sleeves,48.48211107,-102.6233183,,497.34225,43.49,203.6817883,180.8788078,149.3699321,131.485134,117.4090511,439518.1696,573536.8613,1.25
9267,Operator 12,Well 8569,MBH,10767,54,153,90,22,17399207,257516,8/19/2013,P & P (cmt.),48.06549707,-102.2353959,,660,424.74,1873.931624,1624.315144,1415.247644,1220.520126,1091.074951,480953.5741,397832.0054,1
9268,Operator 20,Well 857,TFH,9933,25,163,99,26,1947543,51031,11/5/2013,OH,48.92261857,-103.5050956,,589.398295,40.22,174.4575937,154.5912777,131.1034407,114.5883556,102.7832566,289075.723,797027.1116,0.5
9269,Operator 18,Well 8570,MBH,9743,35,155,94,33,2396102,38973,11/30/2013,Sleeves,48.19926572,-102.7773184,,442.84827,91.49,679.5529257,508.1087004,337.776682,271.0899262,233.0210388,370235.2663,487127.1794,0
9270,Operator 4,Well 8571,MBH,8772,30,153,91,24,2051540,25944.78571,8/23/2013,Sleeves,48.06606133,-102.3231399,CROSSLINKED (HC),660,193.47,1051.808021,802.3339908,672.1455183,581.1198773,510.7084155,460504.1987,404891.9159,1.25
9271,Operator 12,Well 8572,MBH,7831,39,154,90,5,11343441,146807,9/26/2013,P & P (cmt.),48.1849241,-102.2687411,SW-XL HYBRID,660,234.37,1119.197896,890.2914749,761.2973921,673.8512674,597.7920228,487089.608,442103.8217,1
9272,Operator 12,Well 8573,MBH,8527,43,153,90,14,13596530,203922.4048,2/23/2014,P & P (cmt.),48.08018804,-102.2112062,,660,199.47,876.5285996,837.2781065,741.4749069,602.2463292,503.7584922,488320.9108,401069.4352,1
9273,Operator 30,Well 8574,MBH,9805,30,151,93,11,2589140,45095,11/9/2013,Sleeves,47.90626827,-102.5385613,CROSSLINKED (HC),660,188.65,912.26167,770.973044,656.1089196,577.6134122,510.8673022,391358.7952,366156.653,0.5
9274,Operator 50,Well 8575,MBH,9092,30,155,91,22,2468080,33875,1/16/2014,Sleeves,48.2271069,-102.3676233,,656.934405,66.84,261.7028271,246.4277887,215.0504054,190.1015414,174.5260793,468959.5285,464546.9832,1
9275,Operator 1,Well 8576,MBH,9431,40,152,93,3,5709564,300497,10/18/2014,P & P,48.01926245,-102.5719319,,597.786,153.52,570.4470743,419.9978085,,,,396857.2706,408158.384,4.75
9276,Operator 1,Well 8577,TFH,10016,40,152,93,3,8065286,166426,10/18/2014,P & P,48.01938581,-102.5719311,,657.43785,144.99,510.9138725,333.3990796,,,,396871.9947,408201.2974,3.25
9277,Operator 11,Well 8578,MBH,10375,36,156,93,35,4568905,79860,3/14/2014,Sleeves,48.28450341,-102.6006698,LINEAR GEL (HC),576.597645,95.68,506.9362262,389.6340127,306.3445102,268.5952224,243.3021039,421438.2868,502857.987,1.25
9278,Operator 38,Well 8579,MBH,10140,34,151,92,19,1614700,38391,6/13/2013,OH,47.8773454,-102.5110526,,658.21138,155.67,672.1236029,638.6806925,563.6094675,477.0253488,420.901819,394401.6608,353905.6317,1.25
9279,Operator 20,Well 858,TFH,7136,21,163,99,26,1636382,41695,11/6/2013,OH,48.92261832,-103.5051996,SLICKWATER (HC),640.36983,32.67,116.7981591,115.8667543,105.7692308,94.55036891,85.7385492,289051.8463,797035.3749,1.5
9280,Operator 12,Well 8580,MBH,6086,30,152,91,12,7853550,93984,10/12/2013,P & P (cmt.),48.00670749,-102.26798,LINEAR GEL (HC),660,227.47,990.8284024,691.7926803,594.0992768,530.7071371,487.5082183,466477.2123,379872.1188,2
9281,Operator 4,Well 8581,TFH,8074,26,153,91,31,1675780,23865,6/23/2013,Sleeves,48.03611173,-102.431876,SW-XL HYBRID,532.217,73.77,305.4240631,273.6357659,224.6548323,203.4626342,190.3079115,431577.6033,402984.9851,0.25
9282,Operator 11,Well 8582,MBH,9775,36,158,92,30,4243905,55324,10/27/2013,Sleeves,48.48197402,-102.6233174,,583.1026,54.07,265.7790927,222.4304186,187.5904011,163.4633647,147.8879027,439502.1806,573488.997,1.5
9283,Operator 4,Well 8583,MBH,8180,26,153,91,6,2023300,25343,6/5/2013,Sleeves,48.10889202,-102.433668,CROSSLINKED (HC),598.9097,120.83,669.1321499,451.2601359,387.0425159,353.532033,329.8159106,439696.3985,428498.3466,0.25
9284,Operator 18,Well 8584,TFH,10250,35,155,94,33,2312003,47887,12/18/2013,Sleeves,48.19913399,-102.7772742,,426.16745,85.41,701.9395135,444.5649792,306.2130178,250.6538096,214.9901381,370229.9193,487077.7945,1.5
9285,Operator 41,Well 8585,MBH,9534,30,155,92,9,3792997,71969,10/6/2013,P & P,48.25550667,-102.5244141,SW-GEL HYBRID,660,127.33,705.6541749,529.4104756,419.8772737,349.8977281,306.9910147,435767.9578,486747.9997,2.75
9286,Operator 12,Well 8586,MBH,4979,25,153,90,16,10058967,164338,12/4/2013,P & P (cmt.),48.06746333,-102.2583331,LINEAR GEL (HC),660,216.59,987.2781065,873.5261889,774.4959456,640.3426109,546.8934911,475819.2746,400310.033,3
9287,Operator 12,Well 8587,MBH,8874,47,153,90,14,18728261,228236.8571,2/23/2014,P & P (cmt.),48.0801881,-102.2113495,SLICKWATER (HC),660,193.39,910.5193951,785.9522244,624.5890861,535.1340492,480.0515012,488287.4127,401080.6359,1
9288,Operator 12,Well 8588,MBH,11597,59,153,90,14,18728261,288769.5238,2/27/2014,P & P (cmt.),48.08018817,-102.2114928,SLICKWATER (HC),660,170.48,838.4615385,764.7490686,635.7604646,527.7266418,450.9259259,488253.9158,401091.8401,2
9289,Operator 12,Well 8589,MBH,4922,25,153,90,28,7511720,153481,11/23/2013,P & P (cmt.),48.03872103,-102.2588216,SLICKWATER (HC),660,253.69,1449.04668,1193.754109,1001.024545,819.1832858,679.7529038,472353.5094,390321.9611,2
9290,Operator 22,Well 859,TFH,10048,,163,100,30,0,0,1/1/2013,No Data,48.92272126,-103.7071792,,660,69.16,286.0289283,255.1062897,229.3008985,200.3652568,178.3174447,242771.1679,813341.719,0
9291,Operator 1,Well 8590,MBH,9566,30,155,94,25,6081930,98295,4/15/2014,P & P,48.22525426,-102.7073256,,657.89852,110.83,586.1932939,485.4262547,388.4834539,327.5513186,256.0431734,389611.864,490632.4274,0.25
9292,Operator 11,Well 8591,TFH,9517,36,156,93,35,4535579,72361,3/26/2014,Sleeves,48.28452793,-102.5946353,,440.33863,72.38,449.704142,311.5494192,252.2079772,217.7332165,186.5083279,422845.1171,502391.1857,0.25
9293,Operator 50,Well 8592,MBH,6204,23,155,91,22,1872760,25143,1/19/2014,Sleeves,48.22707136,-102.3674224,,421.835915,75.56,326.3971072,264.957265,235.3057199,215.6476003,200.1424501,469002.1942,464518.8675,3
9294,Operator 1,Well 8593,MBH,10019,40,152,93,3,5695858,305047,11/5/2014,P & P,48.01950916,-102.5719304,SW-GEL HYBRID,656.3026,153.32,598.6850756,443.8417708,,,,396886.6943,408244.2152,7
9295,Operator 36,Well 8594,TFH,9681,48,152,92,34,9722230,127457,2/15/2015,Sleeves,47.94613677,-102.4482474,CROSSLINKED (HC),342.5624,128.9,396.2853386,235.2838045,,,,417192.3734,372914.5936,1.5
9296,Operator 36,Well 8595,TFH,9598,48,152,92,34,9342460,125518,2/6/2015,Sleeves,47.94606001,-102.4482469,CROSSLINKED (HC),543.632,169.22,535.7988166,500.8327854,,,,417183.4842,372887.8043,0.25
9297,Operator 11,Well 8596,TFH,10429,36,156,93,35,4547962,90502,3/7/2014,Sleeves,48.28450369,-102.6008754,,578.383885,51.13,318.5404339,212.9958361,163.1054131,142.9395865,129.1666667,421390.4872,502874.2818,0.25
9298,Operator 11,Well 8597,TFH,10138,36,156,93,12,4618932,75619,8/25/2013,Sleeves,48.34235358,-102.571893,,372.424265,54,306.3116371,233.7606838,194.6307254,177.0545694,165.2805172,434955.8855,520761.2573,0.25
9299,Operator 12,Well 8598,MBH,6991,35,152,91,12,9152289,107242,11/1/2013,P & P (cmt.),48.00670777,-102.2681844,LINEAR GEL (HC),660,157.83,1200,1044.641683,723.2796406,544.4334867,435.1468332,466429.4046,379888.214,3
9300,Operator 4,Well 8599,MBH,7975,30,153,91,20,1889660,26675,7/2/2013,Sleeves,48.0655124,-102.4105151,CROSSLINKED (HC),660,167.83,758.3497699,655.4240631,565.5051501,505.4605888,454.1748849,440017.8042,411555.1608,1
9301,Operator 7,Well 86,MBH,9234,21,144,98,30,1332584,36196,6/14/2013,OH,47.26882451,-103.146679,,660,25.41,133.4976989,113.5327635,94.86631602,80.19212506,67.48301556,172605.9379,193419.577,0
9302,Operator 1,Well 860,TFH,9584,27,160,96,1,2747820,47630,9/1/2013,P & P,48.71955056,-103.0276729,,322.889155,28.79,149.5069034,120.3703704,102.6188911,85.54678939,74.77536708,374298.9416,688223.1107,1.25
9303,Operator 18,Well 8600,TFH,10151,35,154,93,8,1757893,37044,12/15/2013,Sleeves,48.16930094,-102.6679173,,424.39701,104.02,833.8593031,538.5382424,379.6625027,316.6922346,282.6731317,392168.3336,468020.8067,4.25
9304,Operator 4,Well 8601,MBH,9126,30,153,91,11,1796540,24605.57143,7/21/2013,Sleeves,48.09381045,-102.3509526,CROSSLINKED (HC),660,128.35,554.4378698,471.9044488,411.8945869,372.7007086,345.4169406,457248.9745,416748.6687,1
9305,Operator 18,Well 8602,MBH,9284,35,155,94,33,2347518,43184,12/3/2013,Sleeves,48.1989995,-102.7772259,LINEAR GEL (HC),533.497035,82.2,440.4667982,367.170721,275.1369713,232.0037987,200.662941,370225.1992,487027.123,1
9306,Operator 18,Well 8603,MBH,9951,34,154,94,26,2323571,41268,10/11/2013,Sleeves,48.13864396,-102.7409828,LINEAR GEL (HC),432.2369,114.11,719.756739,579.6625027,430.2706553,352.264592,295.4306377,371508.5296,463131.3727,0
9307,Operator 41,Well 8604,MBH,10097,31,155,92,9,3856565,68112,10/6/2013,P & P,48.25550627,-102.5245373,,596.073615,95.96,346.9099277,316.6447513,286.9767697,265.9617211,250.6273285,435739.2257,486757.5458,2.75
9308,Operator 12,Well 8605,MBH,5451,27,153,90,16,10868839,175306,11/11/2013,P & P (cmt.),48.06746256,-102.2584764,LINEAR GEL (HC),660,230.8,845.2662722,736.8397984,669.5485426,613.3063043,562.113741,475785.6784,400320.9646,2
9309,Operator 12,Well 8606,MBH,6292,32,153,90,19,12852518,193432,11/28/2013,P & P (cmt.),48.06616553,-102.3033155,LINEAR GEL (HC),660,331.07,1485.174227,1382.807364,1141.672146,965.5014976,833.9003945,465150.8411,403375.8614,0
9310,Operator 12,Well 8607,MBH,6343,32,153,90,28,7054076,198810,11/12/2013,P & P (cmt.),48.03852915,-102.2588216,SLICKWATER (HC),660,306.16,1531.130835,1362.097304,1110.546789,943.4217255,810.5084374,472331.1357,390255.0295,1
9311,Operator 1,Well 8608,TFH,9590,40,155,94,25,8047909,134912,4/16/2014,P & P,48.22525605,-102.7071409,LINEAR GEL (HC),659.292615,122.6,753.9776463,576.5833881,445.1512163,373.2412886,321.8304843,389655.0721,490618.4333,1.25
9312,Operator 11,Well 8609,MBH,9481,36,156,93,35,5350884,86203,2/28/2014,Sleeves,48.28452822,-102.5948408,LINEAR GEL (HC),641.22088,62.38,379.355687,265.768135,207.4895902,166.9040836,,422797.3409,502407.4728,0
9313,Operator 1,Well 861,MBH,9930,27,160,96,1,2751550,46674,8/31/2013,P & P,48.71955094,-103.0278594,,310.733165,53.7,500,306.3006794,225.2794214,174.472204,141.6146176,374255.9928,688238.036,0.25
